Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
4326,RE,Jordan,Burch,Jordan Burch,ARI,True,0,0,1048,0,24,29,36,0,6,0,0,0,0,0,0,0,0,6,14,0,7,0,15,15,Jordan,Burch,2401.0,2399.0,6.0,Signed,83.0,0.0,1.0,ARI,tier_3,20.038167938931295,0.0,20.038167938931295,57.25190839694656,0.0,0.0,0.0,ARI,-3
4327,CB,Jermaine,Waller,Jermaine Waller,ARI,True,0,8,1017,0,23,56,63,1,6,29,8,0,1,0,0,9,0,6,0,0,0,0,15,15,Jermaine,Waller,3478.0,3476.0,6.0,Signed,81.0,0.0,3.0,ARI,tier_3,0.0,0.9832841691248771,8.849557522123893,84.56243854473942,8.849557522123893,2.8515240904621435,1.3333333333333333,ARI,-5
4328,DT,Haskell,Garrett,Haskell Garrett,ARI,True,0,0,908,0,27,37,42,0,6,1,0,0,0,0,0,0,0,6,15,0,7,0,15,15,Haskell,Garrett,3376.0,3374.0,6.0,Signed,82.0,1.0,0.0,ARI,tier_3,24.229074889867842,0.0,24.229074889867842,75.99118942731278,0.0,0.11013215859030838,0.06666666666666667,ARI,1
4329,FS,Jalen,Thompson,Jalen Thompson,ARI,True,0,0,835,0,23,25,31,0,6,10,0,0,0,0,0,7,0,6,0,0,0,0,12,12,Jalen,Thompson,2624.0,2622.0,6.0,Signed,82.0,0.0,1.0,ARI,tier_3,0.0,0.0,8.383233532934131,64.67065868263474,8.383233532934131,1.1976047904191618,0.25,ARI,-1
4330,CB,Byron,Murphy Jr,Byron Murphy Jr,PIT,True,0,39,955,0,22,41,49,0,6,18,26,0,3,0,0,6,0,28,0,0,0,0,15,15,Byron,Murphy Jr,1894.0,1892.0,28.0,Signed,91.0,0.0,3.0,PIT,tier_1,0.0,3.141361256544503,6.282722513089006,74.3455497382199,6.282722513089006,1.8848167539267016,0.8,PIT,-2
4332,LE,George,Karlaftis,George Karlaftis,TB,True,65,0,898,3,28,44,47,0,6,0,0,0,0,0,0,1,0,5,15,3,9,1,14,14,George,Karlaftis,3339.0,3337.0,5.0,Signed,92.0,3.0,0.0,TB,tier_1,26.7260579064588,7.795100222717149,27.83964365256125,83.51893095768374,1.1135857461024499,0.0,-0.07142857142857142,TB,2
4334,MLB,Tremaine,Edmunds,Tremaine Edmunds,MIN,True,31,0,1110,1,29,84,116,0,6,54,0,0,0,0,0,4,0,30,1,1,0,1,15,15,Tremaine,Edmunds,725.0,723.0,30.0,Signed,85.0,2.0,0.0,MIN,tier_2,0.9009009009009009,2.7027027027027026,4.504504504504505,130.63063063063063,3.6036036036036037,4.864864864864865,3.3333333333333335,MIN,0
4335,DT,Deven,Eastern,Deven Eastern,MIN,True,13,0,454,1,18,12,14,0,6,0,0,0,0,0,0,1,0,30,7,1,2,0,15,4,Deven,Eastern,835.0,833.0,30.0,Signed,65.0,2.0,0.0,MIN,tier_6,19.823788546255507,4.405286343612335,22.026431718061676,70.48458149779736,2.2026431718061676,0.0,-0.06666666666666667,MIN,6
4336,CB,Trevon,Diggs,Trevon Diggs,MIN,True,0,41,1002,0,27,46,55,1,6,35,23,0,4,0,0,12,0,30,0,0,0,0,15,15,Trevon,Diggs,659.0,657.0,30.0,Signed,83.0,2.0,0.0,MIN,tier_3,0.0,3.992015968063872,11.976047904191617,81.83632734530939,11.976047904191617,3.493013972055888,1.5333333333333334,MIN,0
4337,CB,Damarius,McGhee,Damarius McGhee,CIN,True,0,0,630,0,15,23,31,1,6,17,0,0,0,0,0,12,0,1,0,0,0,0,15,4,Damarius,McGhee,2103.0,2101.0,1.0,Signed,73.0,0.0,0.0,CIN,tier_5,0.0,0.0,19.04761904761905,73.01587301587303,19.04761904761905,2.6984126984126986,0.3333333333333333,CIN,0
4338,RE,Lebbeus,Overton,Lebbeus Overton,CIN,True,11,0,975,1,19,32,39,0,6,0,0,0,0,0,0,0,0,1,16,2,6,0,15,15,Lebbeus,Overton,2000.0,1998.0,1.0,Signed,75.0,0.0,0.0,CIN,tier_4,22.564102564102566,3.076923076923077,22.564102564102566,59.48717948717948,0.0,0.0,0.0,CIN,1
4340,DT,Miles,Jackson,Miles Jackson,CIN,True,0,0,508,0,7,14,24,1,6,0,0,0,0,0,0,0,0,1,8,0,2,0,15,7,Miles,Jackson,3261.0,3259.0,1.0,Signed,70.0,0.0,2.0,CIN,tier_5,19.68503937007874,0.0,19.68503937007874,61.023622047244096,0.0,0.0,0.0,CIN,-1
4341,FS,Jaden,Rayford,Jaden Rayford,CIN,True,0,0,1084,0,33,20,37,1,6,9,0,0,0,0,0,6,0,1,0,0,0,0,15,11,Jaden,Rayford,2741.0,2739.0,1.0,Signed,70.0,0.0,1.0,CIN,tier_5,0.0,0.0,5.535055350553505,64.57564575645756,5.535055350553505,0.8302583025830259,0.2,CIN,-2
4342,SS,R.J.,Moten,R.J. Moten,CIN,True,0,8,704,0,18,26,32,0,6,19,8,0,1,0,0,11,0,1,0,0,0,0,10,10,R.J.,Moten,1680.0,1678.0,1.0,Signed,81.0,0.0,1.0,CIN,tier_3,0.0,1.4204545454545454,15.625,71.02272727272728,15.625,2.6988636363636362,0.8,CIN,4
4344,ROLB,Mase,Funa,Mase Funa,CIN,True,0,6,885,0,18,53,73,0,6,38,6,0,1,0,0,17,0,1,0,0,2,0,13,13,Mase,Funa,3270.0,3268.0,1.0,Signed,76.0,6.0,0.0,CIN,tier_4,2.2598870056497176,1.1299435028248588,21.468926553672315,102.82485875706215,19.2090395480226,4.293785310734463,1.6153846153846154,CIN,5
4345,DT,Trysten,Hill,Trysten Hill,CIN,True,0,0,551,0,9,24,27,0,6,1,0,0,0,0,0,0,0,1,9,0,2,0,10,10,Trysten,Hill,1177.0,1175.0,1.0,Signed,79.0,0.0,1.0,CIN,tier_4,19.96370235934664,0.0,19.96370235934664,65.33575317604355,0.0,0.18148820326678766,0.1,CIN,-3
4346,RE,LaBryan,Ray,LaBryan Ray,CIN,True,27,0,984,2,22,26,36,0,6,0,0,0,0,0,0,1,0,1,11,2,5,0,15,15,LaBryan,Ray,3387.0,3385.0,1.0,Signed,80.0,0.0,1.0,CIN,tier_3,16.260162601626018,4.065040650406504,17.276422764227643,58.94308943089431,1.016260162601626,0.0,-0.06666666666666667,CIN,-3
4347,ROLB,Maliek,Bogard,Maliek Bogard,HOU,True,0,0,352,0,4,5,6,0,6,0,0,0,0,0,0,0,0,31,0,0,0,0,15,3,Maliek,Bogard,2920.0,2918.0,31.0,Signed,68.0,0.0,1.0,HOU,tier_6,0.0,0.0,0.0,28.409090909090907,0.0,0.0,0.0,HOU,-2
4348,LOLB,Derion,Gullette,Derion Gullette,HOU,True,0,0,520,0,8,11,17,1,6,4,0,0,0,0,0,4,0,31,0,0,0,0,15,3,Derion,Gullette,449.0,447.0,31.0,Signed,69.0,0.0,0.0,HOU,tier_6,0.0,0.0,7.6923076923076925,48.07692307692308,7.6923076923076925,0.7692307692307693,0.0,HOU,2
4350,LE,Justin,Greene,Justin Greene,HOU,True,0,0,450,0,10,14,15,1,6,0,0,0,0,0,0,1,0,31,9,0,2,0,15,15,Justin,Greene,124.0,122.0,31.0,Signed,78.0,0.0,4.0,HOU,tier_4,24.444444444444446,0.0,26.666666666666668,55.55555555555555,2.2222222222222223,0.0,-0.06666666666666667,HOU,0
4351,DT,Derrick,Nnadi,Derrick Nnadi,HOU,True,16,0,907,1,16,34,42,1,6,2,0,0,0,0,0,0,0,31,21,1,4,0,15,15,Derrick,Nnadi,1955.0,1953.0,31.0,Signed,79.0,8.0,0.0,HOU,tier_4,27.563395810363836,2.205071664829107,27.563395810363836,63.9470782800441,0.0,0.2205071664829107,0.13333333333333333,HOU,4
4352,CB,Derek,Stingley Jr.,Derek Stingley Jr.,HOU,True,0,123,1151,0,22,47,61,0,6,27,42,0,4,1,0,5,0,31,0,0,1,0,15,7,Derek,Stingley Jr.,3305.0,3303.0,31.0,Signed,81.0,0.0,0.0,HOU,tier_3,0.8688097306689835,4.344048653344918,5.212858384013901,72.11120764552562,4.344048653344918,2.3457862728062553,1.4666666666666666,HOU,0
4353,RE,Kyler,Jordan,Kyler Jordan,KC,True,23,0,499,1,12,12,18,0,6,1,0,0,0,0,0,0,0,8,6,1,3,0,15,15,Kyler,Jordan,3522.0,3520.0,8.0,Signed,63.0,1.0,0.0,KC,tier_6,18.03607214428858,4.008016032064128,18.03607214428858,60.12024048096192,0.0,0.2004008016032064,0.06666666666666667,KC,4
4355,MLB,Nick,Bolton,Nick Bolton,KC,True,0,0,793,0,26,48,63,0,6,18,0,0,0,0,0,1,0,8,1,0,1,0,12,12,Nick,Bolton,230.0,228.0,8.0,Signed,78.0,0.0,1.0,KC,tier_4,2.5220680958385877,0.0,3.7831021437578816,112.23203026481715,1.2610340479192939,2.269861286254729,1.4166666666666667,KC,-5
4356,MLB,Jamier,Wright-Collins,Jamier Wright-Collins,HOU,True,0,0,405,0,8,26,37,0,6,6,0,0,0,0,0,0,0,31,2,0,0,0,15,3,Jamier,Wright-Collins,2427.0,2425.0,31.0,Signed,60.0,0.0,0.0,HOU,tier_6,4.938271604938271,0.0,4.938271604938271,111.1111111111111,0.0,1.4814814814814816,0.4,HOU,2
4358,FS,Juan,Thornhill,Juan Thornhill,KC,True,0,0,1118,0,37,29,39,0,6,16,0,0,0,0,0,8,0,8,0,0,0,0,15,15,Juan,Thornhill,2627.0,2625.0,8.0,Signed,75.0,0.0,0.0,KC,tier_4,0.0,0.0,7.155635062611807,67.97853309481216,7.155635062611807,1.4311270125223614,0.5333333333333333,KC,0
4361,SS,Josh,Moore,Josh Moore,HOU,True,0,86,1070,0,34,33,47,0,6,20,19,0,8,0,0,7,0,31,0,0,0,0,15,15,Josh,Moore,2430.0,2428.0,31.0,Signed,74.0,7.0,0.0,HOU,tier_5,0.0,7.4766355140186915,6.542056074766355,75.70093457943926,6.542056074766355,1.8691588785046727,0.8666666666666667,HOU,8
4362,FS,Dalton,Brooks,Dalton Brooks,HOU,True,0,24,1150,0,32,40,47,1,6,19,24,0,1,0,0,7,0,31,0,0,0,0,15,15,Dalton,Brooks,1739.0,1737.0,31.0,Signed,82.0,0.0,0.0,HOU,tier_3,0.0,0.8695652173913044,6.08695652173913,68.69565217391305,6.08695652173913,1.652173913043478,0.8,HOU,0
4363,LOLB,Kyngstonn,Viliamu-Asa,Kyngstonn Viliamu-Asa,WAS,True,11,0,330,1,8,7,15,1,6,7,0,0,0,0,0,3,0,25,1,1,0,0,11,11,Kyngstonn,Viliamu-Asa,537.0,535.0,25.0,Signed,72.0,0.0,1.0,WAS,tier_5,3.0303030303030303,6.0606060606060606,12.121212121212121,69.6969696969697,9.09090909090909,2.1212121212121215,0.36363636363636365,WAS,4
4364,ROLB,Jahfari,Harvey,Jahfari Harvey,WAS,True,-4,0,625,1,16,22,32,0,6,12,0,0,0,0,0,1,0,25,5,0,5,0,15,15,Jahfari,Harvey,3236.0,3234.0,25.0,Signed,73.0,1.0,0.0,WAS,tier_5,16.0,1.6,17.6,76.8,1.6,1.92,0.7333333333333333,WAS,2
4365,DT,B.J.,Hill,B.J. Hill,WAS,True,0,0,755,0,19,27,41,0,6,0,0,0,0,0,0,1,0,25,12,0,7,0,15,5,B.J.,Hill,1167.0,1165.0,25.0,Signed,76.0,1.0,0.0,WAS,tier_4,25.165562913907287,0.0,26.490066225165563,79.47019867549669,1.3245033112582782,0.0,-0.06666666666666667,WAS,2
4368,MLB,Anthony,Hill,Anthony Hill,WAS,True,0,10,1141,0,25,51,72,1,6,36,10,0,1,0,0,6,0,25,2,1,1,0,15,5,Anthony,Hill,769.0,767.0,25.0,Signed,82.0,0.0,2.0,WAS,tier_3,2.629272567922875,1.7528483786152498,7.887817703768623,85.01314636283962,5.25854513584575,3.1551270815074495,2.0,WAS,-5
4369,LOLB,Owen,Pappoe,Owen Pappoe,WAS,True,0,0,441,0,3,9,14,0,6,4,0,0,0,0,0,2,0,25,1,0,0,0,15,7,Owen,Pappoe,3357.0,3355.0,25.0,Signed,68.0,0.0,0.0,WAS,tier_6,2.2675736961451247,0.0,6.802721088435374,38.548752834467116,4.535147392290249,0.9070294784580499,0.13333333333333333,WAS,0
4370,CB,Cameron,McCuthcehon,Cameron McCuthcehon,WAS,True,0,47,842,0,18,47,59,1,6,17,31,0,2,0,0,10,0,25,0,1,0,0,15,9,Cameron,McCuthcehon,3435.0,3433.0,25.0,Signed,77.0,0.0,1.0,WAS,tier_4,0.0,3.5629453681710217,11.876484560570072,91.44893111638955,11.876484560570072,2.019002375296912,0.4666666666666667,WAS,1
4374,CB,Tyreek,Chappell,Tyreek Chappell,WAS,True,3,53,1088,1,25,33,47,0,6,26,23,0,3,0,0,9,0,25,2,1,0,0,15,5,Tyreek,Chappell,116.0,114.0,25.0,Signed,76.0,1.0,0.0,WAS,tier_4,1.838235294117647,4.595588235294118,10.11029411764706,66.17647058823529,8.272058823529411,2.389705882352941,1.1333333333333333,WAS,1
4375,SS,Sage,Ryan,Sage Ryan,WAS,True,0,0,1286,0,36,55,65,0,6,19,0,0,0,0,0,9,0,25,0,0,1,0,15,15,Sage,Ryan,1719.0,1717.0,25.0,Signed,90.0,0.0,2.0,WAS,tier_1,0.7776049766718507,0.0,7.776049766718508,78.53810264385693,6.998444790046656,1.4774494556765163,0.6666666666666666,WAS,-4
4377,CB,Kaiir,Elam,Kaiir Elam,WAS,True,27,96,1011,1,22,25,31,0,6,15,36,0,4,1,0,7,0,25,0,1,1,1,15,15,Kaiir,Elam,3312.0,3310.0,25.0,Signed,94.0,1.0,0.0,WAS,tier_1,0.9891196834817012,7.91295746785361,7.91295746785361,52.42334322453017,6.9238377843719086,1.483679525222552,0.5333333333333333,WAS,1
4378,FS,Kamren,Curl,Kamren Curl,WAS,True,0,21,1108,0,27,35,46,0,6,11,21,0,1,0,0,7,0,25,0,0,0,0,15,15,Kamren,Curl,563.0,561.0,25.0,Signed,83.0,0.0,0.0,WAS,tier_3,0.0,0.9025270758122744,6.31768953068592,65.88447653429604,6.31768953068592,0.9927797833935018,0.26666666666666666,WAS,0
4379,RE,Chase,Young,Chase Young,WAS,True,43,0,889,2,35,52,50,0,6,1,0,0,0,0,0,1,0,25,14,2,13,0,15,15,Chase,Young,2961.0,2959.0,25.0,Signed,94.0,1.0,0.0,WAS,tier_1,30.371203599550054,4.499437570303712,31.496062992125985,95.61304836895388,1.124859392575928,0.11248593925759282,0.0,WAS,3
4380,DT,Da'Ron,Payne,Da'Ron Payne,WAS,True,55,0,927,2,23,24,28,1,6,0,0,1,0,0,0,1,0,25,13,2,1,1,15,15,Da'Ron,Payne,2056.0,2054.0,25.0,Signed,85.0,0.0,0.0,WAS,tier_2,15.102481121898599,6.472491909385114,16.181229773462782,55.01618122977346,1.0787486515641855,0.0,-0.06666666666666667,WAS,-2
4381,SS,Daeh,McCullough,Daeh McCullough,CLE,True,0,0,309,0,3,3,6,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,15,4,Daeh,McCullough,1806.0,1804.0,4.0,Signed,68.0,0.0,1.0,CLE,tier_6,0.0,0.0,0.0,29.12621359223301,0.0,0.0,0.0,CLE,-6
4382,CB,Rodrick,Pleasant,Rodrick Pleasant,CLE,True,0,0,387,0,9,6,14,1,6,6,0,0,0,0,0,8,0,4,0,0,0,0,15,4,Rodrick,Pleasant,2239.0,2237.0,4.0,Signed,71.0,1.0,0.0,CLE,tier_5,0.0,0.0,20.671834625322997,59.43152454780361,20.671834625322997,1.550387596899225,-0.13333333333333333,CLE,3
4386,DT,Stephon,Wynn Jr.,Stephon Wynn Jr.,CLE,True,17,0,768,1,21,26,36,0,6,0,0,0,0,0,0,1,0,4,7,1,6,1,15,4,Stephon,Wynn Jr.,3222.0,3220.0,4.0,Signed,74.0,4.0,0.0,CLE,tier_5,16.927083333333332,3.90625,18.229166666666668,74.21875,1.3020833333333333,0.0,-0.06666666666666667,CLE,0
4388,MLB,Reid,Carrico,Reid Carrico,CLE,True,0,0,463,0,4,5,11,1,6,2,0,0,0,0,0,3,0,4,0,0,0,0,15,4,Reid,Carrico,979.0,977.0,4.0,Signed,68.0,0.0,1.0,CLE,tier_6,0.0,0.0,6.479481641468682,32.39740820734342,6.479481641468682,0.4319654427645789,-0.06666666666666667,CLE,-1
4391,CB,Cormani,McClain,Cormani McClain,NYG,True,0,76,1001,0,13,28,48,0,6,18,24,0,6,1,0,12,0,15,0,0,0,0,15,6,Cormani,McClain,2105.0,2103.0,15.0,Signed,77.0,4.0,0.0,NYG,tier_4,0.0,6.993006993006993,11.988011988011989,60.93906093906094,11.988011988011989,1.7982017982017984,0.4,NYG,5
4394,CB,Duce,Chestnut,Duce Chestnut,NYG,True,0,0,348,0,2,7,13,1,6,7,0,0,0,0,0,2,0,15,0,0,0,0,15,6,Duce,Chestnut,2495.0,2493.0,15.0,Signed,70.0,0.0,3.0,NYG,tier_5,0.0,0.0,5.747126436781609,43.10344827586207,5.747126436781609,2.0114942528735633,0.3333333333333333,NYG,-4
4395,DT,Walter,Nolen,Walter Nolen,NYG,True,25,0,802,2,36,21,32,1,6,0,0,0,0,0,0,0,0,15,11,2,8,0,15,15,Walter,Nolen,2577.0,2575.0,15.0,Signed,78.0,6.0,0.0,NYG,tier_4,23.69077306733167,4.987531172069826,23.69077306733167,84.78802992518703,0.0,0.0,0.0,NYG,4
4396,ROLB,Xavian,Sorey,Xavian Sorey,NYG,True,0,0,1031,0,28,33,41,1,6,1,0,0,0,0,0,2,0,15,7,2,13,0,15,15,Xavian,Sorey,2237.0,2235.0,15.0,Signed,88.0,2.0,0.0,NYG,tier_2,19.398642095053347,1.9398642095053347,21.33850630455868,66.92531522793405,1.9398642095053347,0.09699321047526674,-0.06666666666666667,NYG,-2
4397,CB,Jeff,Okudah,Jeff Okudah,NYG,True,0,76,1049,0,31,32,52,0,6,19,22,0,5,1,0,15,0,15,0,0,0,0,15,15,Jeff,Okudah,1988.0,1986.0,15.0,Signed,84.0,5.0,0.0,NYG,tier_3,0.0,5.719733079122974,14.299332697807436,79.12297426120114,14.299332697807436,1.811248808388942,0.26666666666666666,NYG,4
4398,MLB,Isaiah,Simmons,Isaiah Simmons,NYG,True,0,-23,965,0,37,51,58,1,6,18,34,0,3,1,0,10,0,15,2,0,1,0,15,15,Isaiah,Simmons,2378.0,2376.0,15.0,Signed,93.0,0.0,3.0,NYG,tier_1,3.1088082901554404,4.1450777202072535,13.471502590673575,98.44559585492229,10.362694300518134,1.865284974093264,0.5333333333333333,NYG,-3
4399,CB,A.J.,Terrell Jr,A.J. Terrell Jr,NYG,True,9,7,966,1,12,38,46,1,6,22,7,0,1,0,0,8,0,15,0,0,0,0,15,15,A.J.,Terrell Jr,2594.0,2592.0,15.0,Signed,87.0,0.0,2.0,NYG,tier_2,0.0,2.070393374741201,8.281573498964804,60.041407867494826,8.281573498964804,2.2774327122153206,0.9333333333333333,NYG,-2
4400,LOLB,Greg,Benton Jr,Greg Benton Jr,NYG,True,47,26,402,2,9,14,27,1,6,11,26,0,2,0,0,4,0,15,3,2,0,1,15,15,Greg,Benton Jr,3202.0,3200.0,15.0,Signed,72.0,6.0,0.0,NYG,tier_5,7.462686567164179,17.412935323383085,17.412935323383085,89.55223880597015,9.950248756218905,2.736318407960199,0.4666666666666667,NYG,8
4401,SS,Demani,Richardson,Demani Richardson,NYG,True,0,23,720,0,15,29,33,0,6,10,23,0,1,1,0,5,0,15,1,0,0,0,10,10,Demani,Richardson,3424.0,3422.0,15.0,Signed,96.0,0.0,0.0,NYG,tier_0,1.3888888888888888,2.7777777777777777,8.333333333333334,66.66666666666667,6.944444444444444,1.3888888888888888,0.5,NYG,-5
4402,FS,Xavier,McKinney,Xavier McKinney,NYG,True,0,3,1080,0,37,28,47,1,6,14,3,0,1,0,0,7,0,15,0,0,0,0,15,15,Xavier,McKinney,1756.0,1754.0,15.0,Signed,81.0,4.0,0.0,NYG,tier_3,0.0,0.9259259259259259,6.481481481481481,77.77777777777779,6.481481481481481,1.2962962962962963,0.4666666666666667,NYG,1
4403,LE,Dexter,Lawrence II,Dexter Lawrence II,NYG,True,0,0,640,0,17,17,24,0,6,0,0,0,0,0,0,0,0,15,10,0,4,0,11,11,Dexter,Lawrence II,1556.0,1554.0,15.0,Signed,82.0,0.0,1.0,NYG,tier_3,21.875,0.0,21.875,64.0625,0.0,0.0,0.0,NYG,-1
4404,FS,Trejon,Williams,Trejon Williams,NE,True,0,18,1034,0,27,23,34,0,6,12,12,0,2,0,0,4,0,21,0,0,0,0,15,15,Trejon,Williams,2932.0,2930.0,21.0,Signed,78.0,0.0,2.0,NE,tier_4,0.0,1.9342359767891684,3.8684719535783367,58.99419729206963,3.8684719535783367,1.160541586073501,0.5333333333333333,NE,-5
4405,FS,Marcus,Williams,Marcus Williams,NE,True,0,0,306,0,4,3,7,0,6,2,0,0,0,0,0,1,0,21,0,0,0,0,15,4,Marcus,Williams,2851.0,2849.0,21.0,Signed,76.0,0.0,5.0,NE,tier_4,0.0,0.0,3.2679738562091503,35.947712418300654,3.2679738562091503,0.6535947712418301,0.06666666666666667,NE,-8
4406,CB,Malachi,Moore,Malachi Moore,NE,True,52,43,946,1,26,39,55,1,6,36,28,0,2,0,0,9,0,21,1,1,1,1,15,15,Malachi,Moore,3291.0,3289.0,21.0,Signed,75.0,0.0,1.0,NE,tier_4,2.1141649048625792,5.2854122621564485,11.627906976744185,85.62367864693447,9.513742071881607,3.8054968287526427,1.8,NE,1
4408,MLB,Bobby,Okereke,Bobby Okereke,NE,True,0,0,1013,0,31,39,54,0,6,20,0,0,0,0,0,6,0,21,4,1,0,0,15,4,Bobby,Okereke,1985.0,1983.0,21.0,Signed,77.0,0.0,2.0,NE,tier_4,3.948667324777887,0.9871668311944718,9.871668311944719,83.90918065153011,5.923000987166831,1.9743336623889436,0.9333333333333333,NE,-2
4409,LOLB,Julian,Savaiinaea,Julian Savaiinaea,NE,True,0,0,352,0,3,4,6,0,6,0,0,0,0,0,0,0,0,21,0,0,0,0,15,4,Julian,Savaiinaea,2296.0,2294.0,21.0,Signed,66.0,0.0,2.0,NE,tier_6,0.0,0.0,0.0,25.56818181818182,0.0,0.0,0.0,NE,-2
4412,SS,Xavier,Nwankpa,Xavier Nwankpa,NE,True,0,77,347,0,4,7,8,0,6,3,77,0,1,1,0,1,0,21,0,0,0,0,15,4,Xavier,Nwankpa,2948.0,2946.0,21.0,Signed,70.0,0.0,1.0,NE,tier_5,0.0,5.763688760806916,2.881844380403458,34.5821325648415,2.881844380403458,0.8645533141210375,0.13333333333333333,NE,-3
4413,DT,Anthony,Lucas,Anthony Lucas,DAL,True,48,0,912,2,30,24,31,1,6,0,0,0,0,0,0,0,0,10,10,2,1,0,15,15,Anthony,Lucas,2265.0,2263.0,10.0,Signed,80.0,0.0,3.0,DAL,tier_3,12.06140350877193,4.385964912280701,12.06140350877193,66.8859649122807,0.0,0.0,0.0,DAL,-2
4414,MLB,Nik,Bonitto,Nik Bonitto,PHI,True,0,0,606,1,47,0,54,0,6,0,0,0,0,0,0,6,0,12,9,2,6,0,11,11,Nik,Bonitto,3323.0,3321.0,12.0,Signed,99.0,3.0,0.0,PHI,tier_0,24.752475247524753,4.9504950495049505,34.65346534653466,166.66666666666666,9.900990099009901,0.0,-0.5454545454545454,PHI,3
4416,LOLB,Nyckoles,Harbor,Nyckoles Harbor,PHI,True,6,0,613,1,24,0,26,0,6,0,0,0,0,0,0,0,0,12,10,1,14,0,12,12,Nyckoles,Harbor,1772.0,1770.0,12.0,Signed,87.0,1.0,0.0,PHI,tier_2,39.15171288743882,3.2626427406199023,39.15171288743882,81.56606851549755,0.0,0.0,0.0,PHI,4
4417,LOLB,Antwaun,Powell,Antwaun Powell,DAL,True,0,0,322,0,2,5,8,0,6,1,0,0,0,0,0,0,0,10,0,0,0,0,15,6,Antwaun,Powell,446.0,444.0,10.0,Signed,56.0,0.0,2.0,DAL,tier_6,0.0,0.0,0.0,31.055900621118013,0.0,0.3105590062111801,0.06666666666666667,DAL,-2
4418,ROLB,Jeremiah,Williams,Jeremiah Williams,DAL,True,0,26,988,0,32,39,59,1,6,24,26,0,1,0,0,5,0,10,4,0,1,0,15,6,Jeremiah,Williams,159.0,157.0,10.0,Signed,77.0,0.0,0.0,DAL,tier_4,5.060728744939271,1.0121457489878543,10.121457489878543,92.10526315789473,5.060728744939271,2.42914979757085,1.2666666666666666,DAL,1
4419,RE,Zach,Allen,Zach Allen,DAL,True,0,0,591,0,9,19,30,0,6,0,0,0,0,0,0,0,0,10,10,0,5,0,11,11,Zach,Allen,52.0,50.0,10.0,Signed,73.0,0.0,0.0,DAL,tier_5,25.380710659898476,0.0,25.380710659898476,65.98984771573605,0.0,0.0,0.0,DAL,4
4420,MLB,Nate,Landman,Nate Landman,DAL,True,0,23,990,0,35,52,67,1,6,21,23,0,1,0,0,5,0,10,2,1,0,0,15,15,Nate,Landman,3547.0,3545.0,10.0,Signed,82.0,0.0,1.0,DAL,tier_3,2.0202020202020203,2.0202020202020203,7.070707070707071,103.03030303030303,5.050505050505051,2.1212121212121215,1.0666666666666667,DAL,-2
4421,FS,Makari,Paige,Makari Paige,DAL,True,0,7,1005,0,27,26,33,0,6,11,7,0,1,1,0,7,0,10,1,0,0,0,15,15,Makari,Paige,1575.0,1573.0,10.0,Signed,87.0,0.0,2.0,DAL,tier_2,0.9950248756218905,1.990049751243781,7.960199004975124,59.701492537313435,6.965174129353234,1.0945273631840797,0.26666666666666666,DAL,-3
4422,CB,Kelee,Ringo,Kelee Ringo,DAL,True,0,20,700,0,14,32,39,0,6,15,20,0,1,0,0,12,0,10,0,0,0,0,12,12,Kelee,Ringo,2901.0,2899.0,10.0,Signed,95.0,0.0,3.0,DAL,tier_0,0.0,1.4285714285714286,17.142857142857142,75.71428571428572,17.142857142857142,2.142857142857143,0.25,DAL,-2
4423,LOLB,Drake,Jackson,Drake Jackson,DAL,True,33,0,896,1,24,40,53,0,6,9,0,0,0,0,0,1,0,10,8,2,11,0,15,15,Drake,Jackson,3355.0,3353.0,10.0,Signed,84.0,1.0,0.0,DAL,tier_3,21.205357142857142,3.3482142857142856,22.321428571428573,85.9375,1.1160714285714286,1.0044642857142858,0.5333333333333333,DAL,3
4424,CB,Jaylon,Jones,Jaylon Jones,PHI,True,0,227,882,0,32,0,32,0,6,0,52,0,9,1,0,24,0,12,0,0,0,0,15,15,Jaylon,Jones,3288.0,3286.0,12.0,Signed,93.0,7.0,0.0,PHI,tier_1,0.0,11.337868480725623,27.210884353741495,72.56235827664399,27.210884353741495,0.0,-1.6,PHI,7
