Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow
,,,,,,,,,,C,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0-0.50,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,C,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.51-1.50,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,0.51,,,,,,
,,,,,,,,,,C,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.51-2.50,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,1.51,,,,,,
,,,,,,,,,,C,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2.51-3.50,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,,2.51,,,,,,
,,,,,,,,,,C,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3.51-5.50,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,5.50,,,,,,,,,,,,,,,,,3.51,,,,,,
,,,,,,,,,,C,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5.51-100.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,5.51,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.00-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.40-1.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.00-1.39,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.30-0.59,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.00-0.29,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-12.0,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.00-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.40-1.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.00-1.39,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.30-0.59,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.00-0.29,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.00-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.40-1.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.00-1.39,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.30-0.59,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.00-0.29,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.00-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.40-1.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.00-1.39,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.30-0.59,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.00-0.29,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,2.00-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.40-1.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.00-1.39,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.30-0.59,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.00-0.29,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,2.00-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1.40-1.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1.00-1.39,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.30-0.59,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.00-0.29,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2.00-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.40-1.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.00-1.39,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.30-0.59,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,
,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.00-0.29,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,RE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.00-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
,,RE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.40-1.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,
,,RE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.00-1.39,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,
,,RE,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,
